Source,Target,Type,Weight
417,407,Undirected,1
417,179,Undirected,1
417,292,Undirected,1
417,91,Undirected,1
417,127,Undirected,1
417,54,Undirected,1
422,315,Undirected,1
422,500,Undirected,1
422,344,Undirected,1
422,91,Undirected,1
422,417,Undirected,1
422,260,Undirected,1
422,6,Undirected,1
422,127,Undirected,1
422,53,Undirected,1
423,224,Undirected,1
423,120,Undirected,1
423,321,Undirected,1
423,502,Undirected,1
426,14,Undirected,1
426,56,Undirected,1
426,274,Undirected,1
426,101,Undirected,1
426,25,Undirected,1
426,254,Undirected,1
426,179,Undirected,1
426,145,Undirected,1
426,35,Undirected,1
427,109,Undirected,1
430,41,Undirected,1
430,56,Undirected,1
430,25,Undirected,1
430,414,Undirected,1
430,151,Undirected,1
430,351,Undirected,1
431,192,Undirected,1
431,32,Undirected,1
431,262,Undirected,1
433,353,Undirected,1
438,511,Undirected,1
438,469,Undirected,1
439,369,Undirected,1
441,320,Undirected,1
441,286,Undirected,1
441,149,Undirected,1
444,388,Undirected,1
444,42,Undirected,1
445,219,Undirected,1
445,29,Undirected,1
445,498,Undirected,1
445,402,Undirected,1
445,494,Undirected,1
445,206,Undirected,1
445,279,Undirected,1
447,215,Undirected,1
447,307,Undirected,1
447,387,Undirected,1
447,300,Undirected,1
448,19,Undirected,1
448,17,Undirected,1
448,33,Undirected,1
448,292,Undirected,1
448,54,Undirected,1
449,274,Undirected,1
449,322,Undirected,1
449,315,Undirected,1
449,214,Undirected,1
449,500,Undirected,1
449,344,Undirected,1
449,179,Undirected,1
449,181,Undirected,1
449,243,Undirected,1
449,91,Undirected,1
449,417,Undirected,1
449,127,Undirected,1
450,490,Undirected,1
452,304,Undirected,1
452,251,Undirected,1
452,504,Undirected,1
452,163,Undirected,1
452,303,Undirected,1
452,90,Undirected,1
453,432,Undirected,1
454,399,Undirected,1
454,475,Undirected,1
454,266,Undirected,1
454,106,Undirected,1
454,377,Undirected,1
454,192,Undirected,1
454,504,Undirected,1
454,265,Undirected,1
454,267,Undirected,1
454,262,Undirected,1
454,507,Undirected,1
454,497,Undirected,1
454,334,Undirected,1
456,328,Undirected,1
456,437,Undirected,1
456,316,Undirected,1
456,490,Undirected,1
456,100,Undirected,1
456,104,Undirected,1
459,121,Undirected,1
460,406,Undirected,1
460,361,Undirected,1
460,471,Undirected,1
460,132,Undirected,1
460,95,Undirected,1
460,159,Undirected,1
460,207,Undirected,1
460,83,Undirected,1
460,244,Undirected,1
460,478,Undirected,1
460,62,Undirected,1
460,59,Undirected,1
461,116,Undirected,1
461,343,Undirected,1
461,312,Undirected,1
462,400,Undirected,1
463,182,Undirected,1
464,304,Undirected,1
465,39,Undirected,1
466,185,Undirected,1
466,484,Undirected,1
466,367,Undirected,1
467,408,Undirected,1
467,409,Undirected,1
467,501,Undirected,1
468,372,Undirected,1
469,511,Undirected,1
469,390,Undirected,1
470,478,Undirected,1
470,361,Undirected,1
470,479,Undirected,1
470,159,Undirected,1
470,83,Undirected,1
470,313,Undirected,1
471,319,Undirected,1
471,172,Undirected,1
471,95,Undirected,1
471,267,Undirected,1
471,9,Undirected,1
471,244,Undirected,1
471,313,Undirected,1
471,376,Undirected,1
472,32,Undirected,1
472,480,Undirected,1
472,505,Undirected,1
473,83,Undirected,1
473,177,Undirected,1
473,361,Undirected,1
473,242,Undirected,1
473,77,Undirected,1
473,485,Undirected,1
475,106,Undirected,1
475,172,Undirected,1
475,269,Undirected,1
475,377,Undirected,1
475,192,Undirected,1
475,265,Undirected,1
475,267,Undirected,1
475,262,Undirected,1
475,497,Undirected,1
475,334,Undirected,1
476,65,Undirected,1
476,235,Undirected,1
477,365,Undirected,1
478,330,Undirected,1
478,361,Undirected,1
478,159,Undirected,1
478,229,Undirected,1
478,470,Undirected,1
478,480,Undirected,1
479,478,Undirected,1
479,159,Undirected,1
479,111,Undirected,1
479,313,Undirected,1
479,470,Undirected,1
479,62,Undirected,1
480,404,Undirected,1
480,32,Undirected,1
480,334,Undirected,1
480,262,Undirected,1
481,44,Undirected,1
481,95,Undirected,1
482,502,Undirected,1
482,52,Undirected,1
482,120,Undirected,1
482,2,Undirected,1
482,249,Undirected,1
482,234,Undirected,1
484,185,Undirected,1
484,466,Undirected,1
486,171,Undirected,1
486,37,Undirected,1
488,237,Undirected,1
488,406,Undirected,1
489,78,Undirected,1
490,104,Undirected,1
491,215,Undirected,1
491,128,Undirected,1
494,219,Undirected,1
494,29,Undirected,1
494,346,Undirected,1
494,498,Undirected,1
494,152,Undirected,1
495,475,Undirected,1
495,269,Undirected,1
495,192,Undirected,1
495,8,Undirected,1
495,267,Undirected,1
495,507,Undirected,1
497,399,Undirected,1
497,114,Undirected,1
497,106,Undirected,1
497,269,Undirected,1
497,8,Undirected,1
497,265,Undirected,1
497,262,Undirected,1
497,334,Undirected,1
498,494,Undirected,1
498,219,Undirected,1
498,346,Undirected,1
498,29,Undirected,1
499,172,Undirected,1
499,269,Undirected,1
500,356,Undirected,1
500,344,Undirected,1
500,422,Undirected,1
500,179,Undirected,1
500,181,Undirected,1
500,91,Undirected,1
500,417,Undirected,1
500,260,Undirected,1
500,6,Undirected,1
500,53,Undirected,1
501,409,Undirected,1
501,324,Undirected,1
501,341,Undirected,1
502,120,Undirected,1
504,53,Undirected,1
504,192,Undirected,1
504,32,Undirected,1
504,472,Undirected,1
505,504,Undirected,1
505,507,Undirected,1
505,472,Undirected,1
505,508,Undirected,1
507,192,Undirected,1
507,262,Undirected,1
507,4,Undirected,1
507,32,Undirected,1
507,508,Undirected,1
507,480,Undirected,1
508,507,Undirected,1
510,291,Undirected,1
510,43,Undirected,1
511,469,Undirected,1
